suburb_ssc,suburb,suburb_id,Males - Total (no.),Females - Total (no.),Persons - Total (no.),Total population aged 15 years and over (no.),Median Household Weekly Income,Weekly median advertised rent,Non-School Qualifications (no.),Postgraduate Degree (no.),Graduate Diploma/Graduate Certificate (no.),Bachelor Degree (no.),Advanced Diploma/Diploma (no.),Certificate (no.),Labour Force (no.),Employed (no.),Unemployed (no.)
SSC13615,Spring Hill,1730,257,240,497,365,1649,0,42,3,3,36,34,86,235,231,4
SSC13619,Spring Ridge,1731,136,108,244,204,1330,0,11,0,3,17,23,42,134,131,3
SSC13621,Springdale,1732,81,74,155,118,1062,0,21,0,0,10,4,19,54,51,3
SSC13622,Springdale Heights,1733,965,1065,2030,1616,948,0,207,6,16,107,115,415,833,752,81
SSC13623,Springfield,1734,1976,2132,4108,3201,1527,450,254,82,57,415,352,770,2081,1949,132
SSC13629,Springwood,1735,3938,4540,8478,7047,1550,450,578,490,230,1243,851,1448,4092,3923,169
SSC13631,St Andrews,1736,2892,2835,5727,4529,1643,420,378,101,63,424,389,1055,2950,2745,205
SSC13632,St Clair,1737,9894,10002,19896,15752,1859,430,1370,346,128,1460,1307,3774,10795,10245,550
SSC13636,St Georges Basin,1738,1397,1515,2912,2433,955,410,305,36,23,133,178,699,1100,1019,81
SSC13637,St Helens Park,1739,3214,3392,6606,4972,1651,0,419,81,46,382,427,1266,3364,3145,219
SSC13638,St Huberts Island,1740,519,541,1060,934,1414,0,122,35,11,90,103,234,480,466,14
SSC13640,St Ives Chase,1741,1552,1606,3158,2463,2938,0,157,302,89,694,263,247,1539,1487,52
SSC13641,St Johns Park,1742,2962,3161,6123,5161,1505,480,752,80,32,568,328,706,2605,2382,223
SSC13642,St Leonards,1743,2727,2769,5496,4976,2327,0,495,1008,152,1851,368,301,3761,3597,164
SSC13643,St Marys,1744,6049,6145,12194,9716,1190,360,1496,246,65,791,682,1911,5526,5005,521
SSC13644,St Peters,1745,1590,1550,3140,2761,2318,730,291,266,96,738,277,354,2109,2026,83
SSC13646,Stanbridge,1746,102,96,198,161,1053,0,36,3,0,8,4,28,88,81,7
SSC13647,Stanford Merthyr,1747,263,290,553,452,1091,0,55,0,5,17,24,133,242,219,23
SSC13649,Stanhope Gardens,1748,4490,4672,9162,6831,2291,0,475,632,123,1629,733,1004,4880,4617,263
SSC13650,Stanmore,1749,3939,4002,7941,6825,2179,820,780,850,218,2040,623,673,4832,4655,177
SSC13653,Stanwell Park,1750,730,686,1416,1149,2338,0,78,104,45,265,126,193,784,754,30
SSC13654,Stanwell Tops,1751,256,243,499,388,2360,0,29,20,13,60,49,104,261,252,9
SSC13660,Stockinbingal,1752,186,188,374,309,772,0,36,5,0,13,23,75,135,131,4
SSC13662,Stockton,1753,2079,2078,4157,3579,1286,440,753,102,47,352,274,860,1747,1627,120
SSC13664,Stokers Siding,1754,347,318,665,540,1196,0,88,21,11,81,57,113,295,270,25
SSC13667,Stony Chute,1755,87,80,167,150,754,0,27,6,7,21,16,31,62,51,11
SSC13672,Stratford,1756,84,68,152,120,833,0,15,0,0,8,11,28,58,53,5
SSC13675,Strathfield,1757,12931,12883,25814,22566,1892,700,2356,2575,360,6286,1805,1575,13967,13024,943
SSC13676,Strathfield South,1758,1743,1804,3547,2908,1809,603,260,225,61,626,285,383,1877,1749,128
SSC13677,Stroud,1759,433,501,934,747,1192,395,69,9,8,51,65,167,390,367,23
SSC13679,Stroud Road,1760,117,109,226,190,1292,0,17,0,0,9,13,56,107,100,7
SSC13680,Stuart Town,1761,121,112,233,196,1020,0,39,0,0,12,21,30,98,91,7
SSC13681,Stuarts Point,1762,389,377,766,662,715,0,94,7,7,33,38,169,250,214,36
SSC13682,Stubbo,1763,135,97,232,184,1109,0,33,0,0,16,15,54,95,92,3
SSC13684,Suffolk Park,1764,1782,1972,3754,3106,1514,0,433,163,82,651,316,590,1965,1849,116
SSC13687,Summer Hill,1765,3553,3751,7304,6185,1940,683,647,808,223,1775,555,625,4359,4179,180
SSC13690,Summerland Point,1766,1228,1266,2494,2047,1126,400,158,29,15,119,150,599,1065,963,102
SSC13691,Sun Valley,1767,111,120,231,184,2062,0,17,20,9,31,21,38,109,109,0
SSC13695,Sunshine Bay,1768,559,668,1227,1047,960,0,110,8,19,73,89,251,443,393,50
SSC13697,Surf Beach,1769,883,993,1876,1583,907,0,230,37,23,123,143,382,693,631,62
SSC13698,Surfside,1770,678,693,1371,1072,910,0,139,7,17,71,80,302,491,451,40
SSC13699,Surry Hills,1771,9431,6985,16416,15609,2144,895,2601,1962,383,4907,1360,1169,10673,10182,491
SSC13700,Sussex Inlet,1772,1801,1773,3574,3182,768,1005,387,26,21,155,192,872,1051,974,77
SSC13701,Sutherland,1773,5189,5628,10817,9042,1667,555,935,618,193,1731,994,1828,6179,5918,261
SSC13702,Sutton,1774,865,797,1662,1368,2371,0,314,75,38,174,117,243,791,761,30
SSC13703,Sutton Forest,1775,260,216,476,395,1480,0,45,23,8,67,26,87,231,225,6
SSC13705,Swan Bay,1776,113,108,221,177,1359,0,16,0,3,15,15,52,102,99,3
SSC13709,Swanhaven,1777,97,99,196,169,734,0,29,4,0,6,5,54,50,45,5
SSC13711,Swansea,1778,2476,2582,5058,4418,874,393,534,40,42,230,274,1173,1950,1768,182
SSC13712,Swansea Heads,1779,318,297,615,513,1634,0,41,15,15,68,45,159,296,273,23
SSC13714,Sydenham,1780,578,562,1140,1024,1861,710,125,79,19,223,111,127,697,654,43
SSC13715,Sydney,1781,8814,8437,17251,16462,1949,1025,2881,1920,209,4755,1865,825,10654,10021,633
SSC13716,Sydney Olympic Park,1782,900,834,1734,1567,1768,0,327,240,29,437,106,102,978,891,87
SSC13717,Sylvania,1783,4951,5532,10483,8571,1649,723,901,369,129,1286,926,1702,4836,4628,208
SSC13718,Sylvania Waters,1784,1588,1578,3166,2589,1973,0,265,102,27,415,270,477,1608,1527,81
SSC13723,Tabulam,1785,239,228,467,393,725,0,59,9,6,27,19,66,143,132,11
SSC13725,Tacoma South,1786,133,111,244,210,1687,0,8,5,0,14,21,57,130,127,3
SSC13727,Tahmoor,1787,2455,2611,5066,3970,1403,410,501,68,49,238,302,1102,2348,2206,142
SSC13730,Talbingo,1788,126,116,242,211,909,0,42,3,3,15,21,60,62,59,3
SSC13732,Tallimba,1789,99,80,179,141,1156,0,28,0,0,3,5,34,88,88,0
SSC13733,Tallong,1790,434,382,816,660,1176,0,68,17,3,60,71,186,355,335,20
SSC13741,Tamarama,1791,789,835,1624,1385,3348,1375,221,176,30,446,122,103,961,930,31
SSC13742,Tamban,1792,43,50,93,79,774,0,30,3,0,0,6,15,35,27,8
SSC13743,Tambar Springs,1793,107,83,190,159,749,0,41,0,0,19,18,19,85,79,6
SSC13745,Taminda,1794,35,21,56,47,624,0,5,0,0,3,3,13,31,28,3
SSC13746,Tamworth,1795,106,71,177,158,825,0,25,3,0,11,12,38,89,77,12
SSC13748,Tanilba Bay,1796,1536,1616,3152,2554,968,400,291,32,26,135,205,710,1153,1054,99
SSC13749,Tanja,1797,80,78,158,146,1062,0,19,9,5,33,10,34,73,70,3
SSC13754,Tantonan,1798,12,14,26,20,1916,0,0,0,0,3,3,3,18,18,0
SSC13758,Tarago,1799,223,205,428,342,1645,0,46,15,7,30,28,86,224,219,5
SSC13759,Taralga,1800,241,219,460,381,1050,0,71,7,3,27,21,83,210,198,12
SSC13760,Tarana,1801,90,82,172,134,1521,0,23,3,3,12,16,31,84,84,0
SSC13762,Tarbuck Bay,1802,96,92,188,148,792,0,10,0,0,14,12,49,77,71,6
SSC13763,Tarcutta,1803,233,207,440,376,1083,0,55,7,0,26,24,85,223,207,16
SSC13764,Taree,1804,7745,8447,16192,13271,808,340,1850,124,125,780,896,3083,5696,5021,675
SSC13765,Taree South,1805,153,166,319,274,767,0,37,5,0,19,26,71,119,103,16
SSC13766,Taren Point,1806,779,949,1728,1532,1391,873,250,50,17,223,141,258,639,609,30
SSC13769,Tarrawanna,1807,948,1125,2073,1765,1104,530,170,72,22,206,150,397,903,854,49
SSC13771,Tarro,1808,787,859,1646,1373,975,0,135,6,4,47,76,334,706,641,65
SSC13772,Tascott,1809,798,806,1604,1331,1580,0,110,70,34,202,143,297,818,767,51
SSC13774,Tathra,1810,842,836,1678,1449,1087,425,189,57,47,239,131,277,728,706,22
SSC13775,Tatton,1811,1272,1346,2618,1967,2118,0,124,86,46,336,175,428,1388,1331,57
SSC13777,Taylors Beach,1812,64,54,118,92,1145,0,9,0,0,10,14,29,53,50,3
SSC13779,Tea Gardens,1813,1409,1474,2883,2647,891,370,313,48,38,207,269,660,778,713,65
SSC13780,Telarah,1814,1147,1190,2337,1865,1017,0,182,16,11,112,110,501,1026,920,106
SSC13781,Telegraph Point,1815,319,290,609,510,1199,0,62,4,3,37,60,146,315,301,14
SSC13782,Telopea,1816,2668,2757,5425,4457,1202,0,485,390,74,879,466,597,2521,2303,218
SSC13784,Temora,1817,2305,2386,4691,3834,982,275,436,29,44,280,205,880,1987,1879,108
SSC13785,Tempe,1818,1760,1793,3553,2899,1912,678,285,218,73,596,252,385,1948,1858,90
SSC13787,Tenambit,1819,1418,1484,2902,2328,1118,0,229,31,26,200,205,565,1267,1147,120
SSC13790,Tennyson Point,1820,616,602,1218,997,2725,0,118,82,11,243,85,147,612,585,27
SSC13792,Tenterfield,1821,1914,2149,4063,3411,794,240,579,30,39,245,223,811,1570,1456,114
SSC13793,Teralba,1822,809,781,1590,1354,1133,505,207,17,13,75,110,374,701,631,70
SSC13795,Terara,1823,118,114,232,213,900,0,36,4,3,24,15,46,101,97,4
SSC13797,Termeil,1824,128,126,254,218,1078,0,17,4,0,23,15,70,128,123,5
SSC13802,Terranora,1825,1445,1476,2921,2290,1752,605,167,61,50,310,234,573,1493,1395,98
SSC13804,Terrey Hills,1826,1498,1534,3032,2429,2391,1098,223,142,63,431,285,470,1555,1501,54
SSC13805,Terrigal,1827,5550,5795,11345,9351,1679,550,752,422,210,1658,1041,1991,5816,5514,302
SSC13807,Teven,1828,162,126,288,235,1645,0,33,7,5,43,24,46,148,138,10
SSC13816,The Channon,1829,187,185,372,305,939,0,26,8,11,57,35,72,188,170,18
SSC13818,The Entrance,1830,1905,2101,4006,3439,846,395,557,48,39,237,232,725,1540,1357,183
SSC13819,The Entrance North,1831,726,752,1478,1249,1135,0,134,16,9,115,125,342,658,609,49
SSC13827,The Junction,1832,504,540,1044,910,1582,550,76,67,28,216,88,148,601,571,30
SSC13831,The Oaks,1833,1235,1288,2523,1960,1821,550,189,45,29,164,171,544,1338,1289,49
SSC13835,The Ponds,1834,5843,5894,11737,8296,2649,0,539,1013,175,2189,916,1071,6189,5918,271
SSC13837,The Risk,1835,33,35,68,51,1124,0,3,0,0,4,3,7,30,30,0
SSC13838,The Rock,1836,613,624,1237,999,1228,0,149,16,16,80,70,250,541,517,24
SSC13840,The Rocks,1837,429,346,775,732,3516,0,247,76,12,195,47,35,361,351,10
SSC13845,Theresa Park,1838,274,260,534,446,2103,0,48,15,3,49,48,118,278,278,0
SSC13847,Thirlmere,1839,1991,2051,4042,3238,1562,0,471,86,35,247,257,862,1897,1799,98
SSC13848,Thirroul,1840,3032,3054,6086,4835,1947,685,362,453,166,976,503,952,3021,2893,128
SSC13849,Thora,1841,163,167,330,261,924,0,36,4,10,35,30,57,146,133,13
SSC13850,Thornleigh,1842,4164,4302,8466,6665,2262,580,553,730,205,1716,668,826,4375,4201,174
SSC13851,Thornton,1843,3996,4068,8064,6212,1647,435,318,101,79,496,575,1831,4317,4073,244
SSC13852,Thrumster,1844,211,212,423,304,1885,0,25,14,3,38,50,82,222,219,3
SSC13856,Thurgoona,1845,4206,4449,8655,6592,1618,0,500,163,147,834,643,1795,4525,4303,222
SSC13863,Tighes Hill,1846,842,841,1683,1361,1372,460,148,80,35,279,109,250,848,793,55
SSC13864,Tilba Tilba,1847,48,45,93,83,900,0,10,7,0,10,5,22,45,42,3
SSC13870,Timbumburi,1848,70,73,143,122,1625,0,17,0,3,21,15,23,87,87,0
SSC13874,Tingha,1849,417,413,830,664,854,0,116,3,4,15,28,112,276,231,45
SSC13875,Tingira Heights,1850,1033,1113,2146,1676,1719,0,170,37,38,164,136,444,1110,1051,59
SSC13876,Tinonee,1851,526,562,1088,901,1134,0,118,13,9,80,76,245,482,451,31
SSC13878,Tintenbar,1852,422,402,824,652,1631,0,91,28,19,96,73,144,354,346,8
SSC13879,Tintinhull,1853,203,194,397,303,1359,0,26,3,6,37,19,95,179,175,4
SSC13883,Tirrannaville,1854,118,116,234,192,1575,0,30,6,4,28,17,44,126,126,0
SSC13886,Tocumwal,1855,1329,1356,2685,2241,888,278,320,16,24,145,153,545,966,928,38
SSC13887,Tolland,1856,1616,1744,3360,2647,941,0,309,40,27,217,183,624,1435,1288,147
SSC13889,Tomago,1857,183,99,282,255,784,0,66,5,0,11,5,60,114,101,13
SSC13890,Tomakin,1858,517,480,997,875,1018,510,157,12,20,74,73,212,363,346,17
SSC13894,Tomerong,1859,547,525,1072,853,1354,0,92,18,16,103,70,282,531,506,25
SSC13896,Tomingley,1860,171,134,305,249,1158,0,46,3,5,17,19,60,139,134,5
SSC13902,Tooleybuc,1861,139,143,282,237,1062,0,49,0,0,14,18,47,122,118,4
SSC13906,Tooma,1862,58,49,107,86,1499,0,14,0,3,8,8,17,71,71,0
SSC13907,Toongabbie,1863,7190,7147,14337,11423,1729,450,1085,995,183,2071,1034,1702,7171,6675,496
SSC13912,Toormina,1864,2904,3289,6193,5033,876,0,598,62,62,376,352,1280,2416,2147,269
SSC13915,Tootool,1865,41,30,71,43,1145,0,8,0,0,6,6,6,32,32,0
SSC13916,Toowoon Bay,1866,264,266,530,460,949,0,72,12,0,53,48,100,214,199,15
SSC13918,Toronto,1867,2688,2915,5603,4736,1018,380,625,114,44,413,317,1057,2112,1903,209
SSC13925,Toukley,1868,2239,2311,4550,3875,903,363,678,40,21,204,261,908,1598,1449,149
SSC13928,Townsend,1869,435,453,888,704,928,0,91,4,8,27,52,212,339,323,16
SSC13929,Towradgi,1870,1510,1617,3127,2573,1209,0,219,97,39,330,252,625,1470,1398,72
SSC13930,Towrang,1871,90,86,176,141,1274,0,21,3,3,9,11,38,73,69,4
SSC13932,Trangie,1872,612,576,1188,979,978,0,151,4,10,61,54,186,501,462,39
SSC13934,Tregear,1873,1915,1975,3890,2856,947,310,520,21,10,69,113,437,1225,1023,202
SSC13936,Trentham Cliffs,1874,42,30,72,57,1125,0,12,0,0,4,12,18,35,32,3
SSC13940,Trundle,1875,349,333,682,563,911,0,94,10,5,35,34,107,277,257,20
SSC13942,Trunkey Creek,1876,63,51,114,104,1036,0,15,0,0,4,5,26,51,51,0
SSC13944,Tubbul,1877,35,41,76,59,1375,0,13,0,0,8,0,9,43,43,0
SSC13946,Tucki Tucki,1878,92,76,168,132,1575,0,22,3,4,10,10,41,75,75,0
SSC13949,Tuena,1879,35,22,57,56,687,0,14,3,0,0,4,7,22,22,0
SSC13950,Tuggerah,1880,454,473,927,745,1276,430,51,14,8,75,75,190,470,443,27
SSC13951,Tuggerawong,1881,632,651,1283,1042,1204,0,103,20,12,64,85,292,610,558,52
SSC13954,Tullamore,1882,229,197,426,358,1009,0,65,0,0,34,24,67,206,200,6
SSC13956,Tullera,1883,139,140,279,226,1357,0,18,18,7,22,17,55,169,166,3
SSC13957,Tullibigeal,1884,125,106,231,182,1031,0,31,0,0,11,13,39,115,115,0
SSC13958,Tullimbar,1885,253,273,526,405,1875,0,32,10,8,41,50,137,265,257,8
SSC13961,Tumbarumba,1886,916,944,1860,1533,1102,270,220,9,19,85,91,345,823,781,42
SSC13962,Tumbi Umbi,1887,2507,2605,5112,4145,1417,465,406,72,51,418,391,1100,2366,2219,147
SSC13963,Tumblong,1888,106,95,201,151,1339,0,26,0,0,12,11,25,92,89,3
SSC13964,Tumbulgum,1889,190,223,413,329,1337,0,34,4,0,25,37,96,217,210,7
SSC13966,Tumut,1890,3040,3190,6230,5042,1073,310,833,52,42,380,338,1106,2624,2452,172
SSC13969,Tuncurry,1891,2944,3238,6182,5568,750,390,900,32,43,256,365,1335,1823,1641,182
SSC13971,Tuntable Creek,1892,96,94,190,157,818,0,15,7,3,28,24,32,93,84,9
SSC13973,Tura Beach,1893,1494,1668,3162,2732,1064,463,306,64,65,323,262,632,1134,1080,54
SSC13979,Tuross Head,1894,1094,1146,2240,2016,893,420,213,50,52,195,213,523,754,690,64
SSC13980,Turramurra,1895,5776,6146,11922,9501,2657,850,584,1312,329,2959,963,731,5881,5610,271
SSC13982,Turrella,1896,1283,1230,2513,2072,1789,0,197,184,32,441,204,239,1328,1220,108
SSC13983,Turvey Park,1897,1579,1745,3324,2629,1519,0,205,107,92,460,198,618,1779,1685,94
SSC13984,Tweed Heads,1898,3905,4272,8177,7329,928,530,1146,177,96,670,622,1521,3128,2867,261
SSC13985,Tweed Heads South,1899,3525,4094,7619,6577,798,525,880,59,52,397,481,1509,2752,2526,226
SSC13986,Tweed Heads West,1900,2945,3254,6199,5336,842,0,809,66,39,310,375,1287,2395,2167,228
SSC13993,Tyagarah,1901,73,78,151,134,1020,0,22,7,7,27,15,16,82,71,11
SSC13994,Tyalgum,1902,252,298,550,424,900,0,67,5,12,38,39,87,198,179,19
SSC14000,Uki,1903,355,342,697,581,1053,0,95,18,7,83,61,113,295,273,22
SSC14001,Ulamambri,1904,104,111,215,177,1147,0,34,5,3,17,16,30,97,93,4
SSC14003,Ulladulla,1905,3198,3421,6619,5567,813,400,721,59,67,320,377,1423,2367,2175,192
SSC14004,Ulmarra,1906,391,390,781,653,818,0,90,3,6,25,50,158,323,289,34
SSC14005,Ulong,1907,125,111,236,176,758,0,47,3,0,6,12,37,69,61,8
SSC14006,Ultimo,1908,4250,4592,8842,8472,1230,750,1260,901,93,2538,626,375,4232,3694,538
SSC14007,Umina Beach,1909,8022,8707,16729,13727,1160,0,1611,334,149,1157,1239,3380,7364,6805,559
SSC14008,Unanderra,1910,2570,2859,5429,4502,950,420,784,80,50,314,294,1007,2096,1913,183
SSC14011,Ungarie,1911,287,278,565,437,945,0,72,6,0,28,22,84,223,211,12
SSC14015,Upper Burringbar,1912,151,123,274,237,883,0,34,3,3,25,24,52,124,117,7
SSC14037,Upper Manilla,1913,62,61,123,107,1125,0,19,3,0,8,14,20,63,60,3
SSC14039,Upper Myall,1914,10,11,21,25,1187,0,0,0,0,0,3,8,19,19,0
SSC14048,Upper Wilsons Creek,1915,35,36,71,52,1042,0,13,0,0,8,8,13,19,19,0
SSC14051,Uralla,1916,1274,1469,2743,2241,957,0,281,57,38,198,182,548,1199,1128,71
SSC14052,Urana,1917,210,175,385,322,863,0,85,7,0,13,17,53,136,132,4
SSC14055,Uranquinty,1918,455,449,904,696,1426,0,82,10,9,64,45,224,465,447,18
SSC14057,Urbenville,1919,159,162,321,271,657,0,81,0,0,14,12,47,87,81,6
SSC14061,Urunga,1920,1479,1522,3001,2609,931,380,377,36,42,233,201,622,1177,1080,97
SSC14062,Utungun,1921,86,82,168,131,933,0,6,0,0,12,13,45,79,71,8
SSC14063,Vacy,1922,323,307,630,482,1760,0,43,8,3,48,55,161,337,322,15
SSC14065,Valentine,1923,2736,2782,5518,4506,1795,540,265,212,92,759,537,1099,2765,2610,155
SSC14067,Valla,1924,457,476,933,763,1245,0,99,15,14,81,75,217,433,404,29
SSC14068,Valla Beach,1925,612,704,1316,1103,951,0,105,40,19,177,103,253,511,480,31
SSC14069,Valley Heights,1926,626,586,1212,958,1756,0,71,58,35,156,118,199,609,582,27
SSC14070,Varroville,1927,58,57,115,98,1812,0,20,8,0,10,7,25,48,45,3
SSC14071,Vaucluse,1928,4421,4918,9339,7323,2741,1950,721,777,167,2212,676,593,4467,4276,191
SSC14074,Villawood,1929,3223,2810,6033,4818,781,0,1226,75,20,307,270,520,1709,1454,255
SSC14075,Vincentia,1930,1579,1714,3293,2797,1252,480,319,168,73,401,294,662,1395,1329,66
SSC14076,Vineyard,1931,577,587,1164,966,1197,0,159,25,13,64,65,213,507,491,16
SSC14078,Vittoria,1932,28,38,66,58,1791,0,4,3,0,14,8,9,35,35,0
SSC14079,Voyager Point,1933,846,817,1663,1292,2820,0,92,106,18,284,142,232,945,908,37
SSC14080,Wadalba,1934,1398,1430,2828,2083,1598,500,141,50,19,183,194,568,1393,1294,99
SSC14083,Wagga Wagga,1935,3406,3697,7103,6191,1195,350,718,324,114,1070,450,1256,3827,3589,238
SSC14084,Wagstaffe,1936,111,111,222,183,1531,0,16,23,3,56,12,30,95,92,3
SSC14085,Wahroonga,1937,8363,9003,17366,13940,2584,825,1284,1697,426,4003,1404,1218,8350,7981,369
SSC14086,Waitara,1938,2850,3093,5943,4756,1721,700,457,800,141,1499,436,386,3075,2868,207
SSC14089,Wakeley,1939,2321,2425,4746,3860,1404,400,513,68,18,396,314,553,2028,1870,158
SSC14090,Wakool,1940,164,140,304,251,871,0,31,0,0,13,21,50,137,132,5
SSC14094,Walcha Road,1941,31,26,57,50,1042,0,6,0,0,3,5,11,28,28,0
SSC14097,Walla Walla,1942,410,424,834,665,1096,0,83,10,8,43,36,153,388,357,31
SSC14098,Wallabadah,1943,223,198,421,353,966,0,43,0,0,23,40,84,194,174,20
SSC14099,Wallabi Point,1944,345,348,693,530,1581,0,25,12,10,77,66,162,333,316,17
SSC14101,Wallacia,1945,840,785,1625,1310,1729,0,151,27,11,102,92,359,834,801,33
SSC14102,Wallaga Lake,1946,279,271,550,498,768,0,77,15,15,54,45,123,176,168,8
SSC14103,Wallagoot,1947,242,277,519,417,1152,0,62,14,10,67,29,106,244,236,8
SSC14104,Wallalong,1948,520,515,1035,785,2031,0,64,21,11,84,87,230,557,527,30
SSC14109,Wallarah,1949,183,181,364,289,1562,0,42,3,0,15,27,64,162,152,10
SSC14111,Wallarobba,1950,81,90,171,137,1354,0,13,3,0,13,16,43,86,86,0
SSC14113,Wallendbeen,1951,131,132,263,219,1224,0,11,0,3,21,21,42,124,117,7
SSC14114,Wallerawang,1952,992,988,1980,1545,1135,0,251,12,13,73,89,418,808,747,61
SSC14118,Wallsend,1953,6022,6445,12467,10449,1120,420,1112,335,105,1116,852,2366,5638,5141,497
SSC14122,Wamberal,1954,3237,3310,6547,5085,1981,593,406,204,128,914,609,1144,3331,3204,127
SSC14123,Wamboin,1955,858,853,1711,1375,3012,0,152,126,62,299,141,208,906,880,26
SSC14124,Wambool,1956,16,14,30,30,2124,0,6,0,0,6,3,3,17,17,0
SSC14127,Wandandian,1957,160,170,330,267,1642,0,28,5,0,19,20,81,151,148,3
SSC14135,Wangi Wangi,1958,1369,1392,2761,2366,1174,400,212,83,47,244,276,630,1157,1069,88
SSC14140,Warabrook,1959,919,1054,1973,1723,1391,440,238,99,25,230,161,322,913,839,74
SSC14141,Waratah,1960,2126,2366,4492,3880,1116,420,698,149,70,542,297,781,2232,2036,196
SSC14142,Waratah West,1961,1517,1473,2990,2566,1119,0,287,86,41,339,194,531,1399,1248,151
SSC14144,Wardell,1962,445,387,832,671,975,0,154,13,3,37,50,152,295,262,33
SSC14147,Wards River,1963,89,90,179,150,683,0,19,3,0,11,13,25,70,60,10
SSC14148,Wareemba,1964,697,849,1546,1256,2043,0,127,80,35,254,120,197,794,767,27
SSC14149,Warialda,1965,791,799,1590,1309,919,0,200,5,11,71,74,262,618,579,39
SSC14150,Warialda Rail,1966,71,47,118,88,624,0,10,0,0,8,7,11,49,45,4
SSC14151,Warilla,1967,3161,3289,6450,5342,854,435,937,41,23,231,315,1176,2304,2065,239
SSC14153,Warners Bay,1968,3584,4031,7615,6257,1231,450,572,188,113,820,593,1510,3511,3297,214
SSC14154,Warnervale,1969,327,319,646,504,1652,535,25,5,6,29,43,164,338,321,17
SSC14157,Warragai Creek,1970,53,48,101,79,1312,0,12,0,0,7,3,17,38,35,3
SSC14158,Warragamba,1971,606,633,1239,996,1326,385,91,6,5,44,67,278,638,606,32
SSC14159,Warragoon,1972,62,54,116,92,1166,0,14,3,0,3,12,25,60,57,3
SSC14163,Warral,1973,195,171,366,318,1462,0,38,4,4,38,31,75,210,201,9
SSC14165,Warrawee,1974,1475,1518,2993,2436,3085,900,173,360,93,756,215,185,1504,1445,59
SSC14167,Warrawong,1975,2326,2428,4754,3826,762,380,626,46,19,164,200,704,1444,1238,206
SSC14170,Warrell Creek,1976,129,120,249,207,1260,0,12,0,0,12,18,69,115,109,6
SSC14171,Warren,1977,684,703,1387,1103,1059,255,169,7,11,85,68,203,625,567,58
SSC14173,Warriewood,1978,3599,3894,7493,5794,2160,950,623,315,120,1063,752,1102,3897,3758,139
SSC14174,Warrimoo,1979,1248,1201,2449,1941,2097,390,118,129,75,409,177,414,1373,1318,55
SSC14177,Warwick Farm,1980,3023,2865,5888,4807,980,410,1052,189,39,556,378,644,2268,1954,314
SSC14181,Watanobbi,1981,1855,2008,3863,3009,1220,0,326,35,16,208,230,763,1723,1547,176
SSC14182,Waterfall,1982,244,246,490,384,1837,0,21,17,7,61,41,104,264,251,13
SSC14183,Waterloo,1983,7650,6971,14621,13611,1503,760,2232,1379,264,3419,1081,1204,7791,7156,635
SSC14186,Waterview Heights,1984,641,686,1327,1083,1233,0,108,15,17,79,83,299,584,549,35
SSC14187,Watsons Bay,1985,418,426,844,702,2583,0,93,70,17,205,53,57,423,409,14
SSC14190,Wattamondara,1986,105,101,206,172,1062,0,18,3,0,16,14,56,98,93,5
SSC14191,Wattle Flat,1987,127,129,256,230,700,0,35,3,3,10,15,61,97,86,11
SSC14192,Wattle Grove,1988,4424,4535,8959,6820,2148,510,417,357,117,1186,776,1380,4979,4783,196
SSC14197,Wauchope,1989,2993,3319,6312,5038,920,390,701,36,40,280,333,1333,2332,2114,218
SSC14200,Waverley,1990,1945,2401,4346,3667,2138,0,656,369,88,1029,265,331,2141,2069,72
SSC14202,Waverton,1991,1427,1597,3024,2668,2392,920,243,480,84,972,247,170,1850,1791,59
SSC14209,Wedderburn,1992,328,304,632,505,2013,0,60,20,4,49,54,121,316,296,20
SSC14210,Wee Jasper,1993,61,42,103,94,949,0,11,3,3,17,8,10,47,47,0
SSC14211,Wee Waa,1994,1044,1036,2080,1598,1065,0,324,6,13,112,79,286,853,801,52
SSC14212,Weedallion,1995,10,5,15,10,850,0,0,0,0,0,3,3,7,7,0
SSC14214,Weetaliba,1996,27,21,48,47,725,0,12,0,0,3,0,11,11,11,0
SSC14215,Weethalle,1997,128,120,248,212,830,0,15,0,0,6,5,43,115,112,3
SSC14217,Weismantels,1998,13,10,23,23,724,0,9,0,0,0,3,10,5,5,0
SSC14219,Welby,1999,360,398,758,611,1085,0,94,14,9,38,46,154,328,317,11
SSC14221,Wellington,2000,1957,2122,4079,3286,781,280,606,23,22,140,174,695,1372,1184,188
SSC14223,Wells Crossing,2001,88,81,169,138,880,0,23,0,0,7,6,34,57,49,8
SSC14226,Wentworth Falls,2002,2884,3185,6069,5072,1239,448,513,387,178,932,575,966,2652,2508,144
SSC14227,Wentworth Point,2003,3369,3627,6996,6119,1877,0,857,849,138,1712,620,627,4363,4148,215
SSC14228,Wentworthville,2004,5830,5487,11317,9107,1693,470,829,1172,168,2064,769,1015,5739,5272,467
SSC14232,Werombi,2005,467,459,926,728,2133,0,82,18,7,59,61,237,501,486,15
SSC14233,Werri Beach,2006,288,275,563,461,1593,0,47,18,19,94,52,105,266,266,0
SSC14235,Werrington,2007,1967,2059,4026,3198,1228,378,319,146,41,317,255,673,1996,1816,180
SSC14236,Werrington County,2008,1815,1827,3642,2924,1799,0,220,52,18,185,227,788,1970,1889,81
SSC14237,Werrington Downs,2009,1633,1620,3253,2543,1898,0,165,59,21,207,211,708,1835,1743,92
SSC14238,Werris Creek,2010,809,763,1572,1306,786,0,238,9,7,41,49,236,524,466,58
